Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Industrial computer systems,Structured data,Fault prediction,Rules and/or logic based,"Autodiagnostics, fault detection, automatic switchover, synchronization techniques",Yes: Rules and logic based techniques,1,2-s2.0-85116892140
Rotating electrical machines,Sensor data,Fault prediction,Data driven,Frequency analysis,Yes: frequency component analysis,4,2-s2.0-85091019992
Industrial systems,"Sensor data, Images, High-dimensional signals",Remaining Useful Life,Data driven,"Sparse group LASSO, Principal Component Analysis (PCA), Rank-one matrix approximation",Yes: Interpretable features such as health index and degradation patterns,4,2-s2.0-85125729953
Industrial systems in piping and leak detection,"Sensor data, Images","Fault prediction (leak localization), Root cause analysis",Data driven,"Acoustic beamforming, Spatial filtering","Yes: Acoustic beamforming, Spatial filtering",2,2-s2.0-105007243556
Power transmission and distribution,Electromagnetic signals / S-parameters / Time domain reflectometry data,Fault prediction / Fault localization,Physics based,"Simulations of electromagnetic wave propagation, S-parameter analysis, Time domain reflectometry",Yes: Physics based and S-parameter analysis are interpretable techniques,1,2-s2.0-85153391060
Industrial processes,Time series,Fault prediction,Data driven,"k-means clustering, LASSO, Elastic Net, CNN","Yes: LASSO, Elastic Net",3,2-s2.0-85174856512
Industrial equipment / manufacturing,Sensor data,Fault prediction,Data driven,"Transformer, Focal Loss",No,4,2-s2.0-85120861604
Wind farms,Sensor data,Missing data estimation,Data driven,Tensor completion,No,2,2-s2.0-85208568596
Transportation systems (specifically EMU trains),['Sensor data'],['Fault prediction'],Data driven,['Support Vector Machine (SVM)'],No,2,2-s2.0-105002483025
"Wireless Sensor Networks (WSN) in general, not specific to HVAC, pharmaceutical, or chip manufacturing",Sensor data,Fault prediction,Data driven,"Probabilistic and deterministic analysis, simulation-based validation",Yes: Probabilistic and deterministic analysis,2,2-s2.0-85091672895
Industrial systems,Structured data,Fault prediction,Rules and/or logic based,Adaptive observer,Yes: adaptive observer,2,2-s2.0-85110849553
Environmental monitoring,Sensor data,Anomaly detection,Hybrid,"['Isolation Forest', 'DBSCAN', ""Moran's I index""]",Yes: Moran's I index,1,2-s2.0-105007231580
"Industrial systems with sensor-based prognostics, applicable broadly but not explicitly specified; likely general industrial or machinery degradation context",Sensor data,Remaining Useful Life,Bayesian,Bayesian spike-and-slab priors,Yes: Bayesian inference,4,2-s2.0-105003776050
Aero-engine industry / Axial compressors,Time series,Fault prediction,Data driven,"Deep Dilated Causal Convolutional Neural Networks, Logistic Regression (LR), LR-WaveNet",No,3,2-s2.0-85151507276
"Industrial systems (general), with potential applications in various industries",Sensor data,Displacement measurement / condition monitoring,Data driven,"Phase Generated Carrier (PGC) demodulation, arctangent algorithm, phase unwrapping algorithms",Yes: traditional signal processing and algorithms,2,2-s2.0-85096746254
Industrial systems / Electric motors,"Sensor data, Time series",Fault prediction,Data driven,Orbital analysis,Yes: orbital analysis,4,2-s2.0-85091802025
Other,"['Sensor data', 'Time series']",Remaining Useful Life,Data driven,"['Functional Principal Component Analysis (FPCA)', 'Bayesian Neural Network-based Cox (BNN-Cox)']",No,4,2-s2.0-86000352246
Industrial systems / Bearing Fault Diagnosis,Sensor data,Fault prediction,Data driven,"Support Vector Machine (SVM), wavelet coherence, feature image retrieval",No,4,2-s2.0-85186070335
Aircraft engines,Sensor data,Remaining Useful Life,Data driven,"Multichannel Long-Term External Attention Network (MLEAN), involving attention mechanisms, multichannel time attention network (MTANet), external attention block (EAB)",No,2,2-s2.0-105001338166
Industrial motors / Electrical systems,Sensor data,Fault prediction,Rules and/or logic based,"Signal processing techniques (e.g., Savitzky-Golay filter, CUSUM, ratio-based index)",Yes: rule-based / signal-processing methods,2,2-s2.0-105003088661
Aerospace systems / Gas turbine engines,Sensor data,Remaining Useful Life,Data driven,"['Deep neural network (DNN)', 'Long short-term memory (LSTM)']",No,4,2-s2.0-85149380795
Electrical systems / Power systems,Electrical current data,Fault prediction / Current measurement,Physics based,Finite-element-method (FEM) simulations,Yes: FEM simulations and physical models,1,2-s2.0-85081729607
Full-Vehicle Active Suspension Systems,Sensor data,Fault prediction,Rules and/or logic based,"Observer-based fault diagnosis, Disturbance observers",Yes: Observer-based techniques,3,2-s2.0-105003035900
Aircraft gas turbine engines,Sensor data,Remaining Useful Life,Data driven,"['Deep neural network (DNN)', 'Long short term memory (LSTM)', 'Gradient descent (IGD) algorithm']",Yes: considering failure threshold and monotonicity for interpretability,4,2-s2.0-85107200712
Industrial systems,Sensor data,Fault prediction,Data driven,Multioutput Regression Network,No,3,2-s2.0-105010040142
Chip manufacturing,Sensor data,"['Failure prediction', 'Root cause analysis']",Data driven,Deep neural network,Yes: feature extraction considering degradation mechanisms,4,2-s2.0-85148428951
Thermal power plant,Structured data,Fault prediction,Data driven,"['Multiblock global orthogonal projections to latent structures (MBGOPLS)', 'Hierarchical clustering', 'ℓ2,1-norm minimization']",Yes: hierarchical clustering and block division provide interpretability,4,2-s2.0-85135230509
"Industrial chemical processing (e.g., hydrocracking process)",Structured data,Fault prediction,Data driven,"GMM, Variational Bayesian PCA",Yes: Variational Bayesian PCA,4,2-s2.0-85124106954
Industrial systems,Structured data,Fault prediction,Model-based,"Statistical analysis, fault diagnosability analysis",Yes: interpretability through diagnosability analysis and indices,2,2-s2.0-85125806714
Gas turbine engines / Aircraft engines,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Hybrid,"UMAP, Clustering, Monotonically constrained regression","Yes: UMAP (dimension reduction), clustering results, monotonic constraints",4,2-s2.0-105003043471
Industrial machinery / Mechanical systems,Sensor data,Fault prediction,Data driven,BP neural network (BPNN),No,2,2-s2.0-85090906312
HVAC systems,Time series,Fault prediction,Data driven,2-D CNN with Bayesian optimization,No,4,2-s2.0-85103887040
Water treatment plants,Sensor data,Remaining Useful Life,Data driven,Kalman filter,Yes: Kalman filter,3,2-s2.0-85077191900
Chip manufacturing,"Sensor data, Time series","Fault prediction, Root cause analysis",Hybrid,"Cumulative Sum (CUSUM), Bayesian approach",Yes: CUSUM and Bayesian methods are interpretable techniques,4,2-s2.0-85096441586
Industrial systems / Predictive maintenance,"Sensor data, Time series",Remaining Useful Life,Data driven,Graph Neural Network (GNN),No,4,2-s2.0-85148463973
Industrial motors,"['Sensor data', 'Images']",['Fault prediction'],Data driven,Sensor arrays (IR thermopile and Hall-effect sensors),Yes: rule-based thresholds and sensor measurements,4,2-s2.0-85100306914
Industrial systems / Gearbox fault diagnosis,Sensor data,Fault prediction,Data driven,Recurrent Neural Network (RNN),No,4,2-s2.0-85087837631
Electrical systems in aerospace/aircraft,Sensor data,Fault prediction,Data driven,Linear response analysis,Yes: linear responses,2,2-s2.0-85091199144
Navigation systems / Sensor validation,Sensor data,Fault prediction,Rules and/or logic based,"Kalman-Schmidt filter, residual-based test statistic",Yes: residual-based test statistic and filter formulation are interpretable,2,2-s2.0-85089780261
Commercial buildings,"['Sensor data', 'Time series', 'Unstructured data']",['Fault prediction'],Data driven,"['RBF neural networks', 'Residual evaluation logic']",Yes: Residual evaluation logic and adaptive diagnostic law,3,2-s2.0-85160268571
High-voltage circuit breakers (HVCBs),Sensor data,Fault prediction,Knowledge based,"Evidence theory, Dempster's rule",Yes: Evidence theory / Rule-based,0,2-s2.0-85085752066
Water infrastructure systems,Images,Fault prediction,Data driven,Machine vision systems,Yes: Visual interpretability of faults,3,2-s2.0-85116893204
Pedestrian navigation / Inertial measurement systems,Sensor data,Step detection / Zero-velocity detection,Data driven,Not explicitly specified in the abstract,No,0,2-s2.0-85100116968
IoT and Cyber-Physical Systems,Sensor data,Fault prediction,Data driven,Lyapunov function based control,Yes: Lyapunov function,4,2-s2.0-85148474243
Industrial Robotics,Sensor data,Fault prediction,Hybrid,"['Singular Spectrum Analysis (SSA)', 'Hierarchical hyper-Laplacian prior']",Yes: Interpretability via SSA and hierarchical modeling,4,2-s2.0-85123356987
Industrial control systems / Chemical processing / Manufacturing plants,Time series,Fault prediction,Data driven,"Convolutional Long Short-Term Memory (ConvLSTM) neural network, autoencoder, short-time Fourier transform, matrix profile change-point detection",No,2,2-s2.0-105002091096
Manufacturing systems,"Sensor data, Context information","Anomaly detection, Root cause analysis",Hybrid,Combination of physics-based and data-driven models,Yes: Expert knowledge,3,2-s2.0-85074852388
Chip manufacturing,Sensor data,Fault prediction,Data driven,"Wavelet analysis, Skewness scanning",Yes: Skewness scanning,2,2-s2.0-85098792082
Navigation systems / GNSS-based systems,Sensor data,Fault prediction,Hybrid,"Extended Kalman Filter (EKF), residual monitoring, multidimensional filtering",Yes: Residual monitoring and covariance monitoring are interpretable techniques,0,2-s2.0-85127462246
Environmental monitoring / Sensor networks,Sensor data,Fault prediction,Rules and/or logic based,Compatibility analysis and calibration algorithms,Yes: rule-based and compatibility criteria,2,2-s2.0-85132724047
Autonomous Vehicles,Sensor data,Perception evaluation / Perception ability,Hybrid,"Formal specification, perception modeling",Yes: Formal specifications and system-level evaluation methods,3,2-s2.0-85147286830
"Industrial systems in general (specific domain not explicitly specified, but mentions aircraft gas turbine engines, turbines, mechanical equipment)","Sensor data, Failure mode data, RUL data","Failure mode recognition, Remaining Useful Life",Data driven,Bayesian model-agnostic meta-learning (MBMAML),No,4,2-s2.0-85188708391
Other,Sensor data,Fault prediction,Data driven,Neural networks,No,4,2-s2.0-105003267594
Vehicle active suspension systems,Sensor data,Fault prediction,Data driven,"['Fault diagnosis observers', 'High gain filters', 'Adaptive fault diagnosis']","Yes: fault diagnosis observers, fault location and severity identification",4,2-s2.0-85187339353
Mechanical systems / Rotating machinery,Sensor data,Fault prediction,Data driven,Convolutional Neural Network (CNN),No,3,2-s2.0-85085274547
Robotic manipulators,Sensor data,Fault prediction,Rules and/or logic based,Mixed-gain adaption technique,Yes: Rules-based / logic-based,3,2-s2.0-85190717572
Industrial furnaces / Petrochemical industries,"Sensor data, Structured data","Fault prediction, Root cause analysis",Hybrid,"Laguerre filters, Artificial neural network, Fuzzy inference system",Yes: Fuzzy inference system,4,2-s2.0-85160241245
Chip manufacturing,Sensor data,Fault prediction,Data driven,"Convolutional neural network (CNN), Transfer learning",No,4,2-s2.0-85078437098
General vibration and periodic signal analysis relevant to predictive maintenance in industrial systems.,Sensor data,"['Remaining Useful Life', 'Fault prediction', 'Root cause analysis']",Data driven,Gaussian Process (GP),No,3,2-s2.0-85190743841
Wastewater treatment process,Sensor data,Fault prediction,Data driven,"['PCA', 'WaveCluster']","Yes: PCA, WaveCluster",2,2-s2.0-105002267520
Industrial robots / Human-robot collaboration,Sensor data,Fault prediction,Data driven,"Supervised learning, Bayesian decision theory","Yes: Bayesian decision theory, rule-based diagnosis",4,2-s2.0-85112710359
Industrial systems / Electric motors,Sensor data,Fault prediction,Data driven,Ensemble learning,No,3,2-s2.0-85098773590
Multiagent systems,Structured data,Fault prediction,Rules and/or logic based,"Residual-based fault detection, distributed observer",Yes: Residual-based fault detection and distributed observer are interpretable techniques,2,2-s2.0-85137559628
Sensor data,Sensor data,Changepoint detection,Rules and/or logic based,Jenks Natural Breaks (JNB) clustering algorithm,Yes: Interpretable clustering algorithm,1,2-s2.0-85204022775
Chip manufacturing,Sensor data,"['Core position monitoring', 'Strand failure detection']",Data driven,Array of Hall sensors,Yes: interpretable sensors and measurement method,4,2-s2.0-85103208869
Superconducting fault current limiter (SFCL) applications,Experimental test data,Performance assessment / Failure prediction,Other,None,No,0,2-s2.0-85085245333
Industrial machinery and plants (Condition Monitoring),Sensor data,Fault prediction,Data driven,"Not specified explicitly, but implies data analysis and fault detection methods",No,3,2-s2.0-85168283888
