Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Vulnerable road users classification / Automotive sensing,"Sensor data, Images",Fault prediction,Data driven,"Sensor fusion, Data association, Multi-object tracking",No,2.0,2-s2.0-85133122798
Industrial sensors,Images,Fault prediction,Data driven,"['CNN', 'Wavelet analysis']",Yes: Wavelet analysis,2.0,2-s2.0-85125966177
Industrial systems (general industrial maintenance or industry 4.0 applications),Structured data,Fault prediction,Data driven,"['Decision Trees', 'Nearest Neighbors', 'Linear SVM', 'Random Forest', 'AdaBoost', 'Naive Bayes', 'XGBoost']",Yes: Decision Trees,3.0,2-s2.0-85088870998
Rocket engines / Spacecraft systems,Sensor data,Fault prediction,Hybrid,"['Quantum genetic algorithm', 'BP neural network']",No,0.0,2-s2.0-85123396011
Photovoltaic (PV) farm / Renewable energy systems,Images,Fault prediction,Data driven,"Thermal imaging analysis, image processing (implied)",Yes: image-based interpretability,3.0,2-s2.0-85097779426
Industrial systems,Sensor data,Remaining Useful Life,Data driven,"Deep Learning (implied, e.g., neural networks)",Yes: Shapley Additive explanation (SHAP),4.0,2-s2.0-85123428484
Manufacturing systems,Sensor data,Fault prediction,Hybrid,Petri Nets,Yes: Petri Nets,2.0,2-s2.0-85114196942
Autonomous vehicles,"['Sensor data', 'Time series']",['Fault prediction'],Rules and/or logic based,"['Linear Quadratic control', 'Hough Transform']",Yes: Rules-based control and image processing techniques,1.0,2-s2.0-85124880600
Aerospace / Aircraft systems,Sensor data,Fault prediction,Data driven,Multivariate Adaptive Regression Splines (MARS),Yes: Local fault signature matrix,2.0,2-s2.0-85123827886
Spacecraft systems,High-dimensional sensor data,Fault prediction,Data driven,"['K-Nearest Neighbor (KNN)', 'Bayesian classifier', 'PCA+KNN']",Yes: Bayesian classifier,2.0,2-s2.0-85126869710
Other,Structured data,Fault prediction,Data driven,,No,0.0,2-s2.0-85101000964
Industrial systems involving hydraulic actuators,Sensor data,Fault prediction,Hybrid,"['Linear matrix inequality (LMI)', 'Nonlinear unknown input observer (NUIO)', 'Radial basis function neural network (RBFNN)', 'Lyapunov stability analysis']",Yes: Lyapunov stability analysis and observer-based methods provide interpretability,2.0,2-s2.0-85126246234
Hydrogen sensors,Sensor data,Fault prediction,Data driven,Not explicitly specified in the abstract,No,2.0,2-s2.0-85125965149
Manufacturing equipment (specifically bearings in mechanical systems),Sensor data,Fault prediction,Data driven,"Variational Mode Decomposition (VMD), Computed Order Tracking (COT), Envelope Spectrum Analysis",Yes: Signal processing methods like VMD and COT are interpretable,3.0,2-s2.0-85112434220
High Voltage (HV) power plants,Time series,Fault prediction,Data driven,"Capsule Neural Network (CapsNet), Residual Neural Network (ResNet), Constant-Q Transform (CQT)",No,3.0,2-s2.0-85101302490
Traction drive system in locomotives,Sensor data,Fault prediction,Rules and/or logic based,"Structural analysis, Residual analysis, CUSUM algorithm",Yes: Structural analysis and residual-based methods are inherently interpretable,2.0,2-s2.0-85101998150
Chemical industrial processes,Structured data,Fault prediction,Rules and/or logic based,Linear matrix inequalities,Yes: rule-based / model-based techniques,2.0,2-s2.0-85114025699
Microgrids / Distributed Energy Resources,Sensor data,Fault prediction,Data driven,Sliding mode observer (SMO),Yes: Sliding mode observer (SMO),1.0,2-s2.0-85100979800
Structures/Structural health monitoring,Sensor data,Remaining Useful Life,Data driven,"Not specified explicitly, but likely signal processing and possibly machine learning techniques for fatigue life prediction",No,3.0,2-s2.0-85088871354
Structural health monitoring / Engineering systems,"Sensor data, Time series",Remaining Useful Life,Hybrid,"Dynamic Bayesian Network, Particle filter algorithm",Yes: Bayesian Network,3.0,2-s2.0-85126242285
Chip manufacturing,Structured data,Fault prediction,Data driven,"Normalization, cross-correlation",Yes: normalization and cross-correlation are interpretable techniques,4.0,2-s2.0-85123446701
Electrical power distribution systems,Sensor data,Fault prediction,Data driven,Magnetic field analysis,Yes: Geometric Distribution Analysis,3.0,2-s2.0-85101033016
Motor systems / Electrical machinery,Structured data,Remaining Useful Life,Hybrid,"Physics based, Machine learning algorithms",Yes: emulator-based and sensitivity analysis,3.0,2-s2.0-85092192539
"Industrial systems (general, with a specific case in hydraulic circuits in steel manufacturing)",Sensor data,Fault prediction,Hybrid,Expert Knowledge integration with data-driven methods,Yes: Expert Knowledge integration,3.0,2-s2.0-85124962630
Industrial systems,Sensor data,Fault prediction,Hybrid,Extended Kalman Filter (EKF),"Yes: Kalman filter (interpretable, state estimation)",2.0,2-s2.0-85106514921
Industrial process control systems,Sensor data,Fault prediction,Data driven,"['Dynamic inner Principal Component Analysis (DiPCA)', 'Maximum Ratio Divergence Analysis (MRDA)']",Yes: Discriminant analysis methods,3.0,2-s2.0-85126887524
Transportation sector,Sensor data,Fault prediction,Data driven,Feature extraction algorithm from electric current profile,Yes: Feature importance/selection,3.0,2-s2.0-85124170545
Road transport,"Sensor data, Images, Structured data (location tagging, complaints, prioritization)","Fault prediction, Remaining Useful Life",Data driven,Machine Learning,No,1.0,2-s2.0-85112838500
Mechanical systems / Machinery (specifically gear systems in machines),Sensor data,Fault prediction,Rules and/or logic based,Key-delay technology (rule-based) and fault diagnosis logic,Yes: Interpretable rules and logic-based methods,2.0,2-s2.0-85123438094
Other,Structured data,Fault prediction,Data driven,D-S evidence theory,Yes: Evidence theory,2.0,2-s2.0-85094601291
Rail vehicle transmission system,Sensor data,Fault prediction,Data driven,"['Support Vector Machine (SVM)', 'Fuzzy integral fusion algorithm (FI)']",Yes: rule-based fusion and SVM posterior probabilities,2.0,2-s2.0-85124648286
Industrial pneumatic systems,Sensor data,Fault prediction,Data driven,RUSBoosted bagged trees,No,3.0,2-s2.0-85123450051
Wireless Sensor Networks (WSN),Sensor data,Fault prediction,Statistics based,Statistical analysis (mean and z-test),Yes: statistical analysis,1.0,2-s2.0-85089778862
Industrial machinery / Manufacturing systems,Sensor data,Remaining Useful Life,Data driven,Artificial Neural Network (ANN),No,3.0,2-s2.0-85088868137
Space systems / Satellite systems,Sensor data,Anomaly detection / Event recording,Data driven,Not specified,No,0.0,2-s2.0-85091694052
Wireless Sensor Networks,Sensor data,Fault prediction,Data driven,"SVM, Grey Wolf Optimization (GWO)",No,0.0,2-s2.0-85086313676
Electrical power distribution networks,Sensor data,Fault prediction,Rules and/or logic based,Charge integration method,Yes: rule-based method,2.0,2-s2.0-85116614369
Commercial buildings,Sensor data,Fault prediction,Hybrid,Rules and ML,Yes: rules-based,3.0,2-s2.0-85123379222
Embedded and IoT security systems,Structured data,Security assurance and recovery status,Other,"Custom lightweight protocols, FPGA-based implementation",Yes: rule-based protocols and security mechanisms,1.0,2-s2.0-85099457019
Industrial motors (specifically induction motors),Sensor data,Fault prediction,Data driven,"['1D CNN', 'Residual network', 'Dempster-Shafer evidence theory']",Yes: Dempster-Shafer evidence theory,3.0,2-s2.0-85123417161
Underwater vehicles,"['Sensor data', 'Time series']",['Fault prediction'],Rules and/or logic based,Dynamic model analysis,Yes: rule-based detection using sensor thresholds and dynamic modeling,2.0,2-s2.0-85098529414
Power distribution systems,"Sensor data, Time series, Images",Fault prediction,Data driven,Convolutional Neural Networks (CNN),Yes: Occlusion map,4.0,2-s2.0-85091344716
Paper and pulp industry,Sensor data,Anomaly detection,Data driven,Not specified,No,2.0,2-s2.0-85098465182
Chip manufacturing,"['Sensor data', 'Time series', 'Structured data', 'Images']",Fault prediction,Data driven,Autoencoder,No,4.0,2-s2.0-85102507156
Industrial systems / Manufacturing,Time series,Remaining Useful Life,Data driven,Artificial Neural Network (ANN),No,4.0,2-s2.0-85093694039
Chip manufacturing,Sensor data,Fault prediction,Data driven,Current estimation-based fault detection,Yes: Fault detection via current estimation,3.0,2-s2.0-85096551575
Large Generating Units (Hydropower and Steam Turbine),Sensor data,Fault prediction,Data driven,"Stresswave Analysis, IoT data analysis",No,4.0,2-s2.0-85111411061
Underwater robots / Marine systems,Sensor data,Fault prediction,Rules and/or logic based,"Diagnostic observers, Sliding mode observers",Yes: Residuals and diagnostic rules,2.0,2-s2.0-85124700969
Industrial motors / Electrical systems,Sensor data,Fault prediction,Data driven,Wavelet transform,Yes: wavelet transform,4.0,2-s2.0-85123279520
Electrical power distribution systems,Sensor data,Fault prediction,Physics based,Electromagnetic field simulation,Yes: Interpretable electromagnetic models,2.0,2-s2.0-85123274590
Internet of Things (IoT) systems,Sensor data,Fault prediction,Hybrid,['Kalman filter'],Yes: Kalman filter,2.0,2-s2.0-85105440130
Rotating machinery,Sensor data,Fault prediction,Data driven,"['Graph Attention Network (GATv2)', 'Grow-Shrink (GS) algorithm']",Yes: attention mechanism and graph structure provide interpretability,4.0,2-s2.0-85146674651
Aerospace engineering / Aircraft engines,Sensor data,Fault prediction,Hybrid,"Kalman filter bank, adaptive equilibrium manifold model (AEMM)",Yes: Model-based approach with explainable diagnostics,2.0,2-s2.0-85123419594
Manufacturing processes,Sensor data,Process control and maintenance optimization,Hybrid,"Evolutionary algorithm, Artificial neural network",No,3.0,2-s2.0-85127599751
Industrial ventilation systems,Sensor data,Fault prediction,Data driven,Signal processing / Data analysis,Yes: Signal processing analysis,4.0,2-s2.0-85124800608
Other,Sensor data,Fault prediction,Data driven,,No,0.0,2-s2.0-85101720976
UAV systems,Sensor data,Remaining Useful Life,Data driven,Not specified,No,3.0,2-s2.0-85114554619
Industrial systems,Sensor data,Fault prediction,Rules and/or logic based,Probability ratio testing,Yes: threshold-based rules,4.0,2-s2.0-85106478832
IoT systems,Structured data,Fault prediction,Data driven,"Partially Observable Markov Decision Process, Stochastic approximation algorithm",No,2.0,2-s2.0-85142214762
Industrial motors / UAM systems,"Sensor data, Time series",Fault prediction,Data driven,"Runge-Kutta method, Logistic function-based weighting","Yes: Logistic function-based weighting, sensor fusion",3.0,2-s2.0-85123386192
HVAC systems,Sensor data,Fault prediction,Hybrid,Bayesian network,Yes: Bayesian network,5.0,2-s2.0-85132425415
Industrial drilling equipment,Sensor data,Remaining Useful Life,Data driven,Not explicitly specified,No,3.0,2-s2.0-85112109444
Microgrid / Power systems,Structured data,Fault prediction,Rules and/or logic based,Coordination of power converters and relays,Yes: Rules and logic,2.0,2-s2.0-85124205794
Aero-engine / Mechanical manufacturing,Sensor data,Remaining Useful Life,Data driven,Residual temporal convolutional network (MSR-TCN),No,4.0,2-s2.0-85114558788
"Manufacturing (cookware production, industrial machinery)",Sensor data,Remaining Useful Life,Data driven,Machine learning,No,3.0,2-s2.0-85119421376
Internet of Things (IoT) devices in industrial environments,Sensor data,Fault prediction,Data driven,"['Support Vector Machine', 'Grey Wolf Optimizer']",No,3.0,2-s2.0-85123400745
Altitude simulation test facilities (aerospace testing systems),Sensor data,Fault prediction,Data driven,Multi-channel 1D-CNN,No,2.0,2-s2.0-85137272880
Road infrastructure / Civil infrastructure,"['Images', 'GPS data', 'Sensor data', 'Accelerometer data']","['Defect detection', 'Condition assessment']",Data driven,"CNN, Transfer learning",No,2.0,2-s2.0-85124328436
Industrial systems with rotating machinery,Images,Fault prediction,Data driven,CNN,No,2.0,2-s2.0-85114111129
Electric Vehicles / Automotive Systems,Sensor data,Fault prediction / Health monitoring,Hybrid,Fuzzy rules,Yes: Fuzzy rules,4.0,2-s2.0-85103464041
Industry IoT systems / Power systems,Sensor data,Fault prediction,Data driven,Deep neural network,No,3.0,2-s2.0-85126922093
Other,Structured data,Fault prediction,Data driven,Multi-parameter analysis,Yes: rule-based / multi-parameter analysis,2.0,2-s2.0-85112858355
Chip manufacturing,Structured data,Fault prediction,Hybrid,"MATLAB/SIMULINK, COMSOL Multi-physics",Yes: rule-based and physics-based approaches,3.0,2-s2.0-85123631273
Industrial machinery / Mechanical systems (specifically bearing fault diagnosis),Sensor data,Fault prediction,Data driven,CNN,No,3.0,2-s2.0-85116605733
Chemical industry,Sensor data,Fault prediction,Data driven,,No,3.0,2-s2.0-85112025376
Manufacturing / Cutting tools,Sensor data,Fault prediction,Data driven,Data decomposition and analysis,Yes: Data decomposition and feature extraction,3.0,2-s2.0-85146714139
Industrial equipment,Sensor data,Fault prediction,Data driven,"['CNN', 'Autoencoder', 'Grad-CAM']",Yes: Grad-CAM,3.0,2-s2.0-85124606919
Manufacturing systems,"['Sensor data', 'Other data sources']",['Fault prediction'],Hybrid,['Evolutionary Algorithms'],No,3.0,2-s2.0-85127553773
Electrical distribution systems / Power grid,Sensor data,Fault prediction,Data driven,"Simulation methods, possibly software-based modeling",No,3.0,2-s2.0-85133137498
Chip manufacturing,Sensor data,Fault prediction,Data driven,"['LSTM', 'EMD', 'PSO']",No,4.0,2-s2.0-85107707609
Manufacturing / Industrial systems,Sensor data,Remaining Useful Life,Data driven,"['SVR', 'Recursive Feature Elimination (RFE)', 'Random Forest Regressor (RFR)', 'LSTM', 'CNN']",No,4.0,2-s2.0-85145433613
Hydraulic systems,Sensor data,Fault prediction,Data driven,"Transfer learning, Multilinear Principal Component Analysis (MPCA)",No,3.0,2-s2.0-85123432748
Industrial systems,Sensor data,Fault prediction,Data driven,Not specified,No,2.0,2-s2.0-85123593068
