"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"","","","","2024","Fault Detection and Tolerance in Wireless Sensor Networks: A Study on Reliable Data Transmission Using Machine Learning Algorithms","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008885570&partnerID=40&md5=be6f71012ca53b0abbe6fb78d1c30d30","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008885570"
"","","","Distributed systems, web technology, cloud computing, and iot utilization for sustainable asset management based on al-driven predictive maintenance in enterprise systems","2024","Journal of Information Technology and Informatics","3","2","","1","11","10","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214299264&partnerID=40&md5=3eeb694f78ca395ffb2976472188618f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85214299264"
"","","","","2024","Integration of Artificial Bee Colony Algorithm with Deep Learning for Predictive Maintenance in Industrial IoT","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004577559&partnerID=40&md5=40f106560217d456170526f814f98311","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004577559"
"","","","Predictive Maintenance for Smart Manufacturing: An AI and IoT-Based Approach","2024","Library Progress International","44","3","","11406","11423","17","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211766852&partnerID=40&md5=6d7035b5574a790d928cd83c190a1421","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85211766852"
"","","","Optical fibre sensors for fault detection in bearings","2024","Poster session presented at Flanders Make Scientific Conference 2024","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212238371&partnerID=40&md5=a3c094880986ef9c32922756785788d7","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85212238371"
"","","","An Enhanced Fireworks Algorithm and Its Application in Fault Detection of the Displacement Sensor","2024","Measurement: Sensors","34","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219692625&partnerID=40&md5=21ab876e23c3dca57696dcd644530bf3","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85219692625"
"","","","Review on the evolution and impact of iot-driven predictive maintenance: assessing advancements, their role in enhancing system longevity, and sustainable operations in both mechanical and electrical realms","2024","Comput. Sci. & IT Res. J.","5","","","166","189","23","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215435133&partnerID=40&md5=abc201d6ddd7e9851b05ecef00981b17","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85215435133"
"","","","Sensor placement algorithm for faults detection in electrical secondary distribution network using dynamic programming method: Focusing on dynamic change and expansion of the network configurations [J]","2024","Journal of Electrical Systems and Information Technology","11","1","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199761176&partnerID=40&md5=9bb7479767c34e601e3fa50bb82b9c58","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85199761176"
"","","","","2024","Power of predictive maintenance with IoT: Reducing downtime and costs","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002082689&partnerID=40&md5=358de10fff85f63d09ad4c422fd163cd","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105002082689"
"","","","Security and Privacy Considerations in IoT-Driven Predictive Maintenance","2024","IEEE Transactions on Dependable and Secure Computing","28","3","","456","469","13","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200945330&partnerID=40&md5=c8673a60f8d6e3b4c877890f5ae541ee","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85200945330"
"","","","Condition Monitoring and Predictive Maintenance of Assets in Manufacturing Using LSTM-Autoencoders and Transformer Encoders","2024","Sensors","10","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206477746&partnerID=40&md5=f289332072b8ea08982674847f95a8fd","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85206477746"
"","","","Development of smart real-time fault detection approach in railway track deploying a single acoustic emission sensor data","2024","J. Vibrat. Eng. Technol.","","","","1","22","21","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212633503&partnerID=40&md5=c05762fcc91b638c557dc2c042da2b6d","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85212633503"
"","","","Real-time kinematics-based sensor-fault detection for autonomous vehicles using single and double transport with adaptive numerical differentiation","2024","","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000336872&partnerID=40&md5=924b3ef4f9f3c77adbfe126d585c4ebd","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-86000336872"
"","","","","2024","GitHub - harryyangx/SILF-Dataset-Fault-Dataset-for-Solar-Insecticidal-Lamp-Internet-of-Things-Node: SIL-IoT Fault Detection and Diagnosis Dataset Verification—github.com","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005482184&partnerID=40&md5=2af00190f41f385df3918b3fb94f78c3","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105005482184"
"","","","Capacitive Sensor Technology for Polyethylene Pipe Fault Detection","2025","Master’s Thesis","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922050960&partnerID=40&md5=e110000498bec2faf78f458ae1269f69","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84922050960"
"","","","How predictive maintenance IoT reduces unplanned downtime in construction: 4 case studies","2025","Neuroject","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008490954&partnerID=40&md5=71e6d9a619583edd59e74893afb27b93","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008490954"
"","","","An Optimal Dual Data-driven Framework for RUL Prediction with Uncertainty Quantification","2024","IEEE Sensors Journal","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009264132&partnerID=40&md5=e2ae6ce62c311dde0775429a9f38e6e0","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105009264132"
"","","","Current Sensor Fault Diagnosis of DFIG Wind Turbines Using an Extended Kalman Filter Observer: Experimental Validation","2024","12th IFAC Symposium on Fault Detection, Supervision and Safety for Technical Processes, Safeprocess","","","","674","679","5","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215622543&partnerID=40&md5=324d5249e1c5d08b1b242c631583a2b7","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85215622543"
"","","","Cluster Based Fault Detection and Diagnosis Scheme for Wireless Sensor Network","2024","International Journal of Management, Technology And Engineering","8","","","240","248","8","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213557270&partnerID=40&md5=db5b1aa798530d24ce3e67a0dd146e10","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85213557270"
"","","","Fault Detection and Diagnosis in Electric Vehicle Systems using IoT and Machine Learning: A Support Vector Machine Approach","2024","journal of electrical systems","20","3","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219089611&partnerID=40&md5=1c12a26d74bd530666ea4203f2b02f11","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85219089611"
"","","","Heterogeneous sensor fault detection for networked systems based on a graph transformer","2023","IEEE Sensors J.","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209557401&partnerID=40&md5=e815923bc2b7d4f4a9739dd383bf6f2e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85209557401"
"","","","Real-Time Energy Monitoring and Fault Detection in Smart Homes Utilising IoT","2023","Energy Reports","9","","","1234","1245","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008962637&partnerID=40&md5=479df1cb5f46a06f1cd137822b455384","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008962637"
"","","","A Poisson Hidden Markov Model and Fuzzy Based Chicken Swarm Optimization Algorithm for Efficient Fault Node Detection in Wireless Sensor Network","2023","Preprints","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194569836&partnerID=40&md5=f3649c9ce14bbd3ca6ab240a1936c466","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85194569836"
"","","","AI and IoT for Predictive Maintenance in Agriculture","2023","IEEE Access","11","","","20412","20421","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207188736&partnerID=40&md5=25def4ee08badcce69f5f56608bd9aa4","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85207188736"
"","","","IoT based solar panel fault and maintenance detection using decision tree with light gradient boosting","2023","Meas.: Sens.","27","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006556146&partnerID=40&md5=fb229172d6dcfbee62ec3c5d5ea0d779","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105006556146"
"","","","Wireless Sensor Network for Fault Detection Using Block Chain Technology Based Smart Grid Security","2023","International Conference on Data Science, Machine Learning and Applications","","","","528","537","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010204374&partnerID=40&md5=3a327a6ab0d3ea662eafba113aae8511","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010204374"
"","","","","2023","IOT BASED FAULT DETECTION IN RAILWAY TRACK SYSTEM","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196060850&partnerID=40&md5=77f8ab4fb50c980dc72f659bddf71ed5","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85196060850"
"","","","Real-time pv fault detection using IoT and AI-based edge computing","2023","Renew. Energy Syst.","21","","","452","463","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001354612&partnerID=40&md5=8bbbc125ce84027e872a7de57324e148","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105001354612"
"","","","Detection of High-Impedance Fault in Distribution Networks Using Frequency-Band Energy Curve","2023","IEEE Sensors Journal","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199792124&partnerID=40&md5=3645635537e92371ed531754a9b88305","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85199792124"
"","","","Low-Cost IoT Solutions for Fault Detection in Developing Economies","2023","Journal of Energy Technologies","7","4","","185","199","14","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004546397&partnerID=40&md5=73110b9a295470205761bd098b87bc9f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004546397"
"","","","A Survey on Fault Detection in Industrial IoT: A Machine Learning Approach with Emphasis on Federated Learning and Intrusion Detection Systems","2023","Computers in Industry","146","","","7890","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001435252&partnerID=40&md5=4f7b1c064de0ecdcbd1daca60fa915b4","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105001435252"
"","","","Preventive breakdown and fault detection of machine using industrial iot in maintenance and automation","2023","Materials today: Proceedings","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209096549&partnerID=40&md5=2296f26231971fbc2f460a72b47791ca","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85209096549"
"","","","Predictive Maintenance of Power Transformers Using IoT and Artificial Intelligence","2023","Smart Grid Journal","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004546448&partnerID=40&md5=6a346f1147ed8f28b78d0a9e4c0ffa00","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004546448"
"","","","An IoT-based approach for fault detection and protection in smart grids using machine learning algorithms","2023","Electric Power Systems Research","308","","","107436","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196639645&partnerID=40&md5=5ff19370a587c7fb911337b1c1de905c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85196639645"
"","","","Efficient Machine Learning Classifier for Fault Detection in Wireless Sensor Networks","2023","Wireless Sensor Networks-Design, Applications and Challenges. IntechOpen","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195995578&partnerID=40&md5=94f71d14150ba39a1efe10f30d82f527","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85195995578"
"","","","IoT-Enabled Smart Grid Solutions for Energy Management and Fault Detection","2023","Reports on Energy","9","","","101","115","14","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004556928&partnerID=40&md5=239c042425f24ff7c889fe2fab61e73c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004556928"
