Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Automotive systems,Sensor data,Fault prediction,Data driven,"['Discriminant analysis', 'Gaussian naive edges', 'Support vector machines', 'Decision trees', 'Random forests', 'Gradient enhancement', 'AdaBoost', 'Ensemble methods']","Yes: Decision trees, Random forests",3,2-s2.0-105000687274
Medical equipment / Healthcare systems,Sensor data,Remaining Useful Life,Data driven,Machine learning algorithms,No,4,2-s2.0-85182727917
Sewage and wastewater management,Sensor data,Fault prediction,Data driven,,No,2,2-s2.0-85111562575
Supply chain management / Ethical sourcing / Industrial systems,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,2,2-s2.0-105001924196
Tunnels / Transportation infrastructure,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,3,2-s2.0-105010425552
"Flow distribution systems in industrial processes (e.g., water, heat, electricity supply networks)",Sensor data,Remaining Useful Life,HMM (Hidden Markov Model),Input-Output Hidden Markov Model (IOHMM),Yes: Hidden Markov Model,2,2-s2.0-85110285973
Chip manufacturing,Images,Fault prediction,Data driven,Noise distribution analysis,Yes: Noise distribution analysis,2,2-s2.0-85097656624
Aerospace systems,Sensor data,Fault prediction / Fault diagnosis / Failure reconfiguration,Data driven,"Statistical thresholding, Data fitting","Yes: Statistical knowledge, Data fitting algorithms",4,2-s2.0-85124467360
Water purification systems,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,LSTM,No,2,2-s2.0-85182739650
Hospital medical equipment,Sensor data,Fault prediction,Data driven,Artificial neural network (ANN),No,1,2-s2.0-85182739254
Commercial buildings,"Sensor data, Time series",Resource utilization analysis,Data driven,"ML-driven models, Kafka Streams",No,2,2-s2.0-105003902994
Industrial heat pumps / Industrial energy systems,Sensor data,Remaining Useful Life,Data driven,Degradation model using sensor measurements,Yes: condition indicators and degradation modeling,2,2-s2.0-85216921443
Aerospace - Turbofan Engines,Sensor data,Remaining Useful Life,Data driven,"['LSTM', 'WaveNet']",No,4,2-s2.0-85100345161
Industrial environment monitoring,Sensor data,Fault prediction,Data driven,Not specified in abstract,No,2,2-s2.0-85164259496
"Industrial systems (electric motor-driven systems, energy efficiency in industrial production)","Sensor data, Time series","Fault prediction, Remaining Useful Life",Data driven,"Edge/cloud data analytics, High frequency electric load data analysis",No,4,2-s2.0-85110315467
Industrial motors,Sensor data,Fault prediction,Rules and/or logic based,D-S evidence theory,Yes: Evidence theory,3,2-s2.0-85191688040
Offshore oil platform industrial systems,"Sensor data, Maintenance records","Remaining Useful Life, Fault prediction",Data driven,"Causal tree diagnostic modelling, Stochastic approach",Yes: Causal tree diagnostic modelling,3,2-s2.0-85110337779
Other,Sensor data,Root cause analysis,Data driven,"['Graph Neural Network', 'Attention mechanisms', 'Structure learning']",Yes: Attention weights,4,2-s2.0-85125855462
Vehicle systems / Automotive systems,Sequential data / Time series,Failure prediction,Hybrid,"['Markov process', 'Hidden Markov Model (HMM)']",Yes: Hidden Markov Model (HMM),2,2-s2.0-85110316321
Electrical power systems,"Sensor data, Video data",Fault prediction,Data driven,"Machine learning, Deep learning",No,4,2-s2.0-85200118630
Controlled environment agriculture,Sensor data,Fault prediction,Data driven,Machine learning algorithms,No,4,2-s2.0-85207200984
Electrical power systems / Transformers,Sensor data,Fault prediction,Data driven,"['Deep Boltzmann Machine', 'Multiclass Relevance Vector Machines']",No,3,2-s2.0-85196776774
Street lighting / Urban infrastructure,Sensor data,Fault prediction,Data driven,"Threshold-based algorithms, fault detection algorithms",Yes: Threshold-based activation,2,2-s2.0-105004547684
Electric Vehicles,"Sensor data, Images, Structured data","Remaining Useful Life, Fault prediction",Data driven,"LSTM, CNN, Deep Reinforcement Learning (DRL)",No,4,2-s2.0-105004814830
Photovoltaic systems,Sensor data,Fault prediction,Rules and/or logic based,Sliding mode observer,Yes: Residual generation and thresholds provide interpretability,2,2-s2.0-105007285261
Vehicle systems / Transportation,Sensor data,Fault prediction,Data driven,['Bayesian networks'],Yes: Bayesian networks,3,2-s2.0-105007285263
Large diameter wastewater pipelines,"['Sensor data', 'Images', 'Structured data']","['Failure prediction', 'Rehabilitation timeline']",Data driven,"Multi-sensor inspections (MSI), including Laser/LiDAR, Sonar, CCTV, gas collection",No,3,2-s2.0-85218470736
Consumer electronics manufacturing,Sensor data,Maintenance needs prediction,Data driven,Machine Learning,No,2,2-s2.0-105007283639
Renewable energy systems,Sensor data,Fault prediction,Data driven,Not specified,No,2,2-s2.0-105008937625
Industrial automation,Sensor data,Predictive maintenance,Data driven,Not specified,No,0,2-s2.0-105001963029
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,"Relevance Vector Regression (RVR), Gaussian kernel, Bayesian inference",Yes: Bayesian inference,5,2-s2.0-105003903383
Public health facilities / Disinfectant systems in public spaces,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,Machine learning,No,2,2-s2.0-105003908434
Water pump systems,Sensor data,Fault prediction,Data driven,"['Random Forest', 'K-Nearest Neighbor (KNN)']","Yes: Random Forest (partially interpretable), KNN (interpretable)",4,2-s2.0-85200135982
Urban water systems,Sensor data,Fault prediction,Data driven,Machine Learning algorithms,No,2,2-s2.0-85207411156
Industrial systems,Sensor data,Fault prediction,Data driven,"['Quantum Support Vector Machines (QSVM)', 'quantum k-means clustering', 'Quantum Approximate Optimization Algorithm (QAOA)']",No,4,2-s2.0-105007283176
Automotive systems,"Sensor data, Time series",Remaining Useful Life,Hybrid,"Ant Colony Optimization (ACO), Particle Swarm Optimization (PSO)",No,2,2-s2.0-85136084634
Industrial manufacturing,Sensor data,"Remaining Useful Life, Fault prediction",Hybrid,"Supervised learning, Unsupervised learning, Deep learning",Yes: Interpretable AI,4,2-s2.0-105010449955
Human health and biomechanics,Sensor data,Remaining Useful Life,Data driven,"Not explicitly mentioned, likely statistical or machine learning models based on sensor data",No,3,2-s2.0-85110298148
Electric Vehicles (EVs),"['Sensor data', 'Time series', 'Structured data']",['Fault prediction'],Data driven,"Data-driven fault detection and prognostics techniques (implied IoT analytics, anomaly detection)",Yes: rule-based or interpretable feature analysis,4,2-s2.0-85213336607
Industrial robotic systems,Sensor data,Fault prediction,Rules and/or logic based,"Safety standards (IEC 61508), redundancy architectures",Yes: rules and standards-based approach,2,2-s2.0-105002371420
Sensor networks in hazardous environments,Sensor data,Fault prediction,Physics based,"[""Green's theorem"", ""Maxwell's equations""]",Yes: Green's theorem and differential equations,2,2-s2.0-105011345074
Urban infrastructure management / Street lighting systems,"Sensor data, Natural language text","Fault prediction, Monitoring status",Data driven,Not explicitly specified (likely sensor data analysis and possibly rule-based logic for fault detection),Yes: rule-based and monitoring status explanation,2,2-s2.0-85213306426
Industrial IoT systems/security,Sensor data,Fault prediction,Physics informed,"Parallel Physics-Informed Neural Networks (PPINN), Giza Pyramid Construction Optimization algorithm (GPCOA)",Yes: Physics informed,4,2-s2.0-85203105492
Manufacturing,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,['Machine Learning'],No,4,2-s2.0-105010682119
HVAC systems,['Sensor data'],['Fault prediction'],Rules and/or logic based,Threshold-based rules,Yes: Threshold thresholds and rules,4,2-s2.0-85190153762
Spacecraft diagnostics and health management,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,Deep learning (duel-flow deep learning model),No,2,2-s2.0-85109215673
Street lighting / Smart urban infrastructure,Sensor data,Fault prediction,Data driven,"Machine learning / Statistical modeling (implied, not explicitly specified)","Yes: Interpretable models (e.g., cost calculation, rules for dimming and energy saving)",2,2-s2.0-105007655661
Industrial systems,Structured data,Remaining Useful Life,Physics informed,Interval observer,Yes: Interval observer,3,2-s2.0-105007286176
Industrial systems (general industrial setting),"Sensor data, Time series",Fault prediction,Data driven,"['ARIMA', 'Machine learning classification algorithms']",No,3,2-s2.0-105010687896
IoT systems in cloud computing environments,Structured data,Fault prediction,Hybrid,EI-based approach,No,2,2-s2.0-105011261865
Commercial buildings,Sensor data,Fault prediction,Knowledge based,Bayesian network,Yes: Bayesian network,5,2-s2.0-85207198813
Unmanned aerial vehicles (UAVs),Sensor data,Fault prediction,Hybrid,"Transfer learning, Physics-based domain adaptation",No,2,2-s2.0-105007597339
Cloud computing / Data centers,Time series,Resource demand forecasting,Data driven,"['Recurrent Neural Networks (RNNs)', 'Prophet Algorithm', 'K-Means Clustering', 'SARIMA']",No,1,2-s2.0-85185377054
Image sensors,Images,Fault prediction,Data driven,Machine learning techniques,No,1,2-s2.0-85085478138
Chip manufacturing,Sensor data,Fault prediction,Data driven,,No,2,2-s2.0-85174719227
Other,"['Sensor data', 'Time series']",['Fault prediction'],Hybrid,['Extended Kalman Filter'],Yes: Innovation metrics and thresholds,3,2-s2.0-85167788849
Aircraft engines,Sensor data,Remaining Useful Life,Data driven,"['LSTM', 'Empirical Mode Decomposition']",No,1,2-s2.0-105003891445
Nuclear power plants,Sensor data,Fault prediction,Data driven,"Auto-Associative Kernel Ridge Regression (AAKRR), Monte Carlo method",No,4,2-s2.0-85110256717
Commercial buildings,Sensor data,Remaining Useful Life,Data driven,"['LSTM RNN', 'Vanilla RNN']",No,4,2-s2.0-85091892190
Street lighting systems,Sensor data,Fault prediction,Data driven,Not specified,No,3,2-s2.0-85196098301
Other,['Sensor data'],['Fault prediction'],Data driven,,No,0,2-s2.0-85130530440
Other,Sensor data,Fault prediction,Data driven,Not specified,No,0,2-s2.0-85146495850
Building systems / Energy management,Time series,Remaining Useful Life,Data driven,Machine learning,No,3,2-s2.0-85187228139
Aero-engines / Aircraft systems,"Sensor data, Time series",Remaining Useful Life,"Ensemble learning, Data driven","Dynamic ensemble learning, KNN, LSTM",No,4,2-s2.0-85123772093
Power transmission and distribution systems,"['Sensor data', 'Time series', 'External factors (weather conditions)', 'Historical maintenance data']","['Remaining Useful Life', 'Fault prediction']",Data driven,"['Linear Regression', 'Decision Tree', 'Random Forest']","Yes: Decision Tree, Random Forest",4,2-s2.0-85219621298
Industrial equipment / Manufacturing,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,4,2-s2.0-85216598634
Supply chain management,Sensor data,Forecasting / predict future processes and conditions,Data driven,Not specified in the abstract,No,0,2-s2.0-105004731100
Other,Images,Fire detection and localization,Data driven,"['YOLO', 'Transfer learning']",No,2,2-s2.0-85176128455
Electrical distribution systems,Sensor data,Fault prediction,Data driven,"['Decision trees', 'Support Vector Machines']","Yes: Decision trees, SVMs are interpretable",4,2-s2.0-85215500656
Power systems / Electrical grids,Sensor data,Fault prediction,Data driven,"['Recurrent Neural Networks (RNN)', 'Convolutional Neural Networks (CNN)']",No,4,2-s2.0-105002708660
Industrial motors,Sensor data,Fault prediction,Data driven,Not explicitly specified in abstract,No,3,2-s2.0-85177615083
Industrial processes / Manufacturing environments,Sensor data,Other,Other,,No,0,2-s2.0-85123214793
Battery management systems in renewable energy and electric vehicles,Sensor data,Remaining Useful Life,Hybrid,"['Support Vector Machines', 'Decision Trees', 'Artificial Neural Networks', 'Ensemble Methods']",Yes: Decision Trees,3,2-s2.0-85168666545
Pharmaceutical facilities,Sensor data,Remaining Useful Life,Data driven,Density-Based Spatial Clustering of Applications with Noise (DBSCAN),Yes: Clustering,4,2-s2.0-85105434635
Vehicle systems / Mechanical systems,"['Sensor data', 'Time series', 'Images']",['Fault prediction'],Hybrid,"['Fuzzy Inference System (FIS)', 'AI network tools']",Yes: Fuzzy Inference System (FIS),3,2-s2.0-85217203303
Industrial production systems,Structured data,Fault prediction,Hybrid,"['Elman network', 'Grey wolf optimization algorithm']",No,1,2-s2.0-85211357564
Manufacturing,Images,Quality assurance,Data driven,Machine learning,No,3,2-s2.0-85146492458
Electrical motors / Industrial machinery,Sensor data,Remaining Useful Life,Data driven,"['K-Nearest Neighbor', 'Gaussian Naïve Bayes', 'Random forest', 'Support vector machine']",No,3,2-s2.0-85136336523
Underground management systems,"Sensor data, Time series",Remaining Useful Life,Data driven,LSTM,No,3,2-s2.0-85105478978
Power distribution systems,Sensor data,Fault prediction,Data driven,Not explicitly mentioned (likely sensors and possibly simple algorithms),Yes: Rule-based or sensor threshold monitoring,1,2-s2.0-85146492170
Industrial systems,['Sensor data'],['Remaining Useful Life'],Data driven,"['Statistical tools', 'Artificial Intelligence']",Yes: statistical tools,4,2-s2.0-85123165178
"Small electronic devices (mobiles, laptops, small components)",Sensor data,Fault prediction,Data driven,Advanced diagnostic algorithms,Yes: Visual fault localization and overlay,2,2-s2.0-85215510055
