Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Electrical safety / Electric fire prevention,Sensor data,Fault prediction,Data driven,Signal analysis / Experimental analysis,Yes: Interpretable signal analysis,2,2-s2.0-85205717507
High-voltage power equipment in energy stations,Sensor data,Fault prediction,Data driven,Not specified,No,3,2-s2.0-85217191728
Electrical substations / Power distribution networks,Sensor data,Fault prediction,Data driven,"Not explicitly specified in the abstract, possibly rule-based or simple threshold-based methods given alarm systems and point detection",Yes: Rules and alarm thresholds,2,2-s2.0-85216708930
Industrial systems,Sensor data,Fault prediction,Hybrid,"['Support Vector Machine (SVM)', 'Random Forest', 'Decision Tree']",Yes: Decision Tree,4,2-s2.0-105002225453
Electric vehicle systems in industrial applications,Sensor data,Fault prediction,Data driven,"['Support Vector Machines', 'Neural Networks']",No,4,2-s2.0-105007286588
Induction motors / Electrical drive systems,Sensor data,Fault prediction,Data driven,"Deep neural networks, Transfer learning, CNN",No,3,2-s2.0-85209876146
Aviation or aerospace systems,Sensor data,Fault prediction,Rules and/or logic based,Unknown Input Observer,Yes: residual-based fault diagnosis,2,2-s2.0-105003308376
Elevators / Building systems,Sensor data,Fault prediction,Data driven,"LSTM, PSO",No,3,2-s2.0-85192513776
Industrial automation,Structured data,Operational status / uptime,Rules and/or logic based,"PLC control logic, MQTT protocols, cloud automation",Yes: Rules and logic,2,2-s2.0-85219077302
Aerospace systems,Sensor data,Remaining Useful Life,Hybrid,"['Hidden Markov Model', 'Belief Rule Base']",Yes: Belief Rule Base,4,2-s2.0-85216595040
Aerospace systems,Sensor data,Remaining Useful Life,Data driven,"Deep learning (implied, e.g., neural networks)",No,3,2-s2.0-105003184112
Chip manufacturing,Sensor data,Fault prediction,Data driven,Linear estimation,Yes: Linear estimation,2,2-s2.0-85205706618
Robotics / Robotic manipulators,Sensor data,Fault prediction,Rules and/or logic based,Model-based constraints / Analytical relationships,Yes: Analytical / rules-based,1,2-s2.0-85216075006
CHBMC (cascaded H-Bridge multilevel converter) systems,Sensor data,Fault prediction,Data driven,State estimation and comparison,Yes: rule-based and state estimation,3,2-s2.0-85199024142
"Manufacturing (general), with emphasis on Industry 4.0 and sustainable manufacturing","Sensor data, Time series","Predictive maintenance, Performance forecasting",Data driven,Deep Reinforcement Learning (DRL),No,4,2-s2.0-105004548931
Solar power / Renewable energy systems,Images,Fault prediction,Data driven,DenseNet121,No,2,2-s2.0-85190091158
Industrial pumps (specific to pump systems within industrial maintenance contexts),Sensor data,Fault prediction,Data driven,Machine learning,No,4,2-s2.0-85219508965
Electrical systems in industrial environments,Sensor data,Fault prediction,Data driven,Logistic Regression,Yes: Logistic Regression,4,2-s2.0-85205571252
Communication networks / Wireless sensor networks,Structured data,Fault prediction,Data driven,Deep learning,No,2,2-s2.0-85205544051
Robotics and manufacturing systems,Sensor data,Fault prediction,Rules and/or logic based,Comparison of sensor outputs and redundant system simulation,Yes: rule-based comparisons,2,2-s2.0-105003377147
Urban metro vehicles,Sensor data,Fault prediction,Data driven,"['XGBoost', 'Logistic Regression']",No,4,2-s2.0-85200957639
Power systems / Electrical systems,Sensor data,Fault prediction,Hybrid,"['Association rules', 'Decision tree']",Yes: Decision tree,4,2-s2.0-105002381573
Power grids,Sensor data,"['Fault prediction', 'Fault classification']",Data driven,"['Support Vector Machine (SVM)', 'K-Nearest Neighbors (KNN)', 'Naïve Bayes (NB)', 'XGBoost', 'Random Forest (RF)']","Yes: Decision trees (RF), Naïve Bayes; Partially for SVM and KNN",4,2-s2.0-85202451129
Power systems,Sensor data,Fault prediction,Data driven,Sensor array analysis / Response pattern recognition,Yes: Response pattern analysis,3,2-s2.0-85199752263
Hydropower station units / Power generation systems,Sensor data,Fault prediction,Data driven,"Deep transfer learning, convolutional neural networks (CNNs), attention mechanisms",No,2,2-s2.0-85217080535
Elevator systems,CAN bus data,Anomaly detection,Data driven,Graph Neural Network (GNN),No,4,2-s2.0-85192543178
Marine cranes,"['Sensor data', 'Time series', 'Images']",['Fault prediction'],Data driven,"['Continuous wavelet transform', 'ProGAN network', 'EfficientNet']",No,4,2-s2.0-105007413011
Urban mobility systems,"['Sensor data', 'Time series', 'Structured data']","['Fault prediction', 'Remaining Useful Life']",Data driven,,No,2,2-s2.0-85217389417
EV charging infrastructure,"Sensor data, Historical charging data, V2G logs",Fault prediction,Data driven,"Machine learning models, Regression approaches",No,3,2-s2.0-105002731497
Electrical substations / Power grid infrastructure,Sensor data,Fault prediction,Data driven,CNN,No,3,2-s2.0-85218488252
Electrical equipment maintenance,Sensor data,Fault prediction,Data driven,Depthwise Separable Convolution,No,3,2-s2.0-85199809086
Electrical systems,"Sensor data, Time series",Fault prediction,Data driven,CNN,No,4,2-s2.0-105000794639
Manufacturing / Industrial systems,"['Sensor data', 'Historical data']",['Remaining Useful Life'],Data driven,"['Artificial Neural Networks (ANN)', 'Support Vector Machines (SVM)', 'Decision Trees (DT)']",No,4,2-s2.0-105001663931
Substations,Sensor data,Fault prediction,Data driven,Python-based analysis,Yes: rules and data analysis,4,2-s2.0-105002259453
"Civil engineering (smart structures, buildings, infrastructure)",Sensor data,Fault prediction,Data driven,"AI algorithms (unspecified), data analytics",No,3,2-s2.0-105001660212
Industrial systems or unspecified contactor systems,Sensor data,Fault prediction,Data driven,"['Boosting algorithms', 'Light Gradient Boosting Machine', 'Adaptive Boosting']",No,3,2-s2.0-85201156132
Electrical infrastructure / Power distribution systems,Sensor data,Fault prediction,Physics based,Finite element simulation,Yes: Finite element simulation,2,2-s2.0-85199761560
Industrial systems,Sensor data,Fault prediction,Data driven,,No,4,2-s2.0-85200942692
Mechanical transmission systems,Sensor data,Fault prediction,Data driven,Combined weighting-TOPSIS,Yes: weighting-TOPSIS (a multi-criteria decision-making method),4,2-s2.0-85211613882
HVAC systems,['Sensor data'],['Fault prediction'],Data driven,['Principal Component Analysis'],Yes: Interpretability via contribution analysis,4,2-s2.0-85201146170
Power systems / Electrical systems,Measurement data,Fault prediction / Fault localization,Rules and/or logic based,Controller-based logic,Yes: Rule-based / logical methods,2,2-s2.0-85199033246
Industrial manufacturing / Production lines,Sensor data,"Fault prediction, Maintenance requirements",Data driven,"['Convolutional Neural Networks', 'Recurrent Neural Networks']",No,3,2-s2.0-85218165137
Power systems / Electrical equipment (specifically GIS - Gas Insulated Switchgear),"Sensor data, Time series",Fault prediction / Partial discharge detection,Data driven,"Variational Mode Decomposition (VMD), YOLOv5",Yes: Variational Mode Decomposition and YOLOv5 are interpretable or explainable techniques in this context,3,2-s2.0-85216530221
Built heritage preservation in civil engineering or infrastructure,['Big Data from heterogeneous sources'],['Degradations and failures prediction'],Data driven,"Statistical models, AI",No,3,2-s2.0-85202435790
Bridge maintenance / Infrastructure management,"Structured data, Inspection data, Sensor data, Historic datasets, Data fusion",Deterioration prediction / Remaining Useful Life,Data driven,"Decision Tree, XGBoost, Random Forest, Logistic Regression, ANN, Dempster Shafer Theory","Yes: Decision Tree, Logistic Regression, Random Forest, Dempster Shafer Theory",3,2-s2.0-85217245230
Gas turbines,Sensor data,Fault prediction,Data driven,"CFD calculations, pressure difference analysis",Yes: Pressure difference analysis,3,2-s2.0-85216641200
Electrical substations / Power systems,Sensor data,Fault prediction,Data driven,"System decomposition, LMI optimization",No,2,2-s2.0-85204345002
Gas stations,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,['XGBoost'],No,4,2-s2.0-85202787401
Industrial systems / Rotating machinery / Bearings in induction motors,"Time series, Images",Fault prediction,Data driven,"Transfer learning, Deep learning",No,4,2-s2.0-105004549886
Electric vehicle fleets,Sensor data,Fault prediction,Data driven,Machine learning,No,4,2-s2.0-105002720012
Industrial systems (specifically pneumatic tube systems in manufacturing/automation),"Sensor data, Audio data",Fault prediction,Data driven,"Temporal Convolutional Networks (TCN), Long Short-Term Memory (LSTM)",No,3,2-s2.0-105002276586
Energy systems,"Sensor data, IoT data, meters","Reliability analysis, Fault prediction, Remaining Useful Life",Data driven,"Modeling and simulation, Digital Twin concepts","Yes: Model-based, Interpretability depends on implementation",4,2-s2.0-105003200585
Battery systems / Lithium-ion batteries,Sensor data,Fault prediction / Fault diagnosis,Data driven,"['Independent Component Analysis', 'Differential Voltage Changes (DVCs)']",Yes: Independent Component Analysis,3,2-s2.0-86000266796
"Production environments (general), possibly manufacturing or industrial facilities","['Sensor data', 'Time series', 'Data acquisition']",['Remaining Useful Life'],Data driven,"['AI', 'Predictive analytics']",No,4,2-s2.0-85198108171
Other,Sensor data,Remaining Useful Life,Data driven,CNN-LSTM with Attention,No,4,2-s2.0-85211590086
Industrial systems / general industrial applications,"Sensor data, Time series",Remaining Useful Life,Data driven,"['Artificial neural networks', 'Support vector machines', 'Clustering algorithms', 'Random forests']",No,3,2-s2.0-85219566427
Industrial electrical systems / Transformers,Sensor data,Fault prediction,Physics based,"Micro-corona discharge fluid model, ionization modeling",Yes: physical discharge and ionization mechanisms,1,2-s2.0-85202846415
Chip manufacturing,['Sensor data'],['Remaining Useful Life'],Rules and/or logic based,Ladder logic programming,Yes: ladder logic programming,4,2-s2.0-105003419664
"Renewable energy systems (e.g., photovoltaic and wind power setups)",Sensor data,Fault prediction,Data driven,Not explicitly mentioned,No,3,2-s2.0-85217256645
Public lighting systems / Street lighting,"['Sensor data', 'Structured data']",['Fault prediction'],Data driven,"Not explicitly mentioned, likely simple rule-based or machine learning algorithms based on sensor states",Yes: simple rule-based or threshold checks,2,2-s2.0-105001661937
Mining/excavation equipment,Sensor data,"Fault prediction, State detection",Hybrid,"['Backstepping control', 'Adaptive control', 'Digital twin simulation']",Yes: rule-based control and physical modeling,4,2-s2.0-85211497468
Transmission infrastructure / Power transmission lines,Sensor data,Fault prediction,Data driven,Recursive cumulative average denoising,Yes: Recursive cumulative average denoising,2,2-s2.0-85215127249
Battery systems,Sensor data,Fault prediction,Data driven,Electrochemical Impedance Spectroscopy (EIS),Yes: Rich impedance spectra provide interpretability,3,2-s2.0-85215568175
Stadiums / Sports venues,Sensor data,"Energy consumption prediction, Fault detection",Data driven,Artificial Intelligence,No,2,2-s2.0-105007634052
Power systems / HVDC converter stations,Sensor data,Fault prediction,Data driven,"['CNN', 'LSTM', 'Attention mechanisms']",No,4,2-s2.0-105003186732
Transformers/Electrical systems,Sensor data,Fault prediction,Data driven,Not specified,No,2,2-s2.0-85213360499
Industrial automation / industrial systems,Sensor data,Fault prediction,Data driven,Machine learning algorithms,No,3,2-s2.0-85195175865
Hydropower units,"Sensor data, Time series, Images",Fault prediction,Data driven,CNN,No,2,2-s2.0-105007643963
Photovoltaic farms,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,3,2-s2.0-85205547635
Industrial pumps / Pump systems,Sensor data,Fault prediction,Data driven,"Autoencoders, Variational Autoencoders, LSTM",No,3,2-s2.0-85202436972
Industrial motors / electrical equipment,Sensor data,Fault prediction,Data driven,Random vector functional link,No,3,2-s2.0-85218205419
Power cable insulation systems,Acoustic emission signals,Fault prediction,Data driven,Not explicitly mentioned,No,2,2-s2.0-85205697458
Aquarium systems,Sensor data,Fault prediction,Data driven,Machine learning algorithms,Yes: feature importance or model interpretability techniques (assumed based on high user satisfaction and usability),2,2-s2.0-85208414493
Industrial safety systems,Sensor data,Fault prediction,Data driven,,No,2,2-s2.0-85198905839
Industrial pumping systems,Sensor data,Fault prediction,Data driven,Machine learning algorithms,No,3,2-s2.0-105002231496
Power grid / Transmission systems,Sensor data,Fault prediction,Data driven,"Real-time sensor monitoring, GPS, GSM, Wi-Fi (implying use of network-based data and possibly signal processing techniques)",No,4,2-s2.0-105002272366
Industrial systems,Sensor data,Fault prediction,Data driven,Machine learning algorithms,No,4,2-s2.0-105001550890
Power electronics / Semiconductor devices,['Sensor data'],['Fault prediction'],Data driven,Not explicitly specified in the abstract,No,2,2-s2.0-85205558818
Transmission lines / Power systems,"['Sensor data', 'Structured data']",Fault prediction,Rules and/or logic based,Comparison to reference voltage (rule-based logic),Yes: Rules-based / logic-based,2,2-s2.0-85196745532
Agricultural facilities / Meteorological systems,Time series,Fault prediction,Data driven,"['LSTM', 'Siamese Networks']",No,3,2-s2.0-85216097760
Telecommunications / Microservice environments,Structured data,"['Root cause analysis', 'Fault prediction']",Data driven,"['Support Vector Machine', 'Random Forest']",Yes: decision tree (Random Forest),1,2-s2.0-85202448051
Lithium-ion battery packs,"Sensor data, Time series",Fault prediction,Hybrid,Moving horizon estimation (MHE),"Yes: Structural properties, sparsity assumptions",3,2-s2.0-85203707953
Autonomous robotic systems,Structured data,Remaining Useful Life,Data driven,"['Gradient Boosting Machines', 'XGBoost', 'AdaBoost']",Yes: decision tree based models,3,2-s2.0-105001500398
Industrial systems,Sensor data,Fault prediction,Data driven,Intelligent ultrasonic sensors with AI (specific techniques not explicitly mentioned),No,3,2-s2.0-85201313494
IoT systems,Sensor data,Fault prediction,Data driven,"Decision Tree (DT), Random Forest (RF)","Yes: Decision Tree, Random Forest",2,2-s2.0-85217283180
Chip manufacturing,Images,Fault prediction,Hybrid,"Backstepping control, Lyapunov stability, Finite Element Analysis","Yes: Lyapunov's stability theorem, vector technique",1,2-s2.0-85211634621
Electronic device fault diagnosis,"Sensor data, Time series, Time-frequency data (wavelet transformation)",Fault prediction,Data driven,"Residual neural network (ResNet) with attention mechanism, Wavelet transformation",No,3,2-s2.0-85200155836
Industrial environments / Engineering systems,Sensor data,Fault prediction,Hybrid,"Deep Reinforcement Learning, Transformer Networks",No,2,2-s2.0-105000165137
Metal surface defect detection in industrial settings,"Sensor data, Time series","Fault prediction, Root cause analysis",Hybrid,"Parameterization, Signal pattern analysis",Yes: Signal pattern recognition and analysis,2,2-s2.0-85197881195
Industrial assembly lines,"['Sensor data', 'Images']",['Fault prediction'],Data driven,"['CNN', 'LSTM']",No,4,2-s2.0-85216257453
Aircraft Engine Air Systems,Sensor data,"['Fault prediction', 'Root cause analysis']",Data driven,"['Decision trees', 'Neural networks']",Yes: Decision trees,4,2-s2.0-85214712793
Wind Energy / Wind Turbine-Generator System,"['Sensor data', 'Time series']",['Fault prediction'],Hybrid,"['Fuzzy logic', 'IoT']",Yes: Fuzzy logic,4,2-s2.0-85212077423
Biomass gasification systems,Sensor data,Fault detection,Hybrid,"['Hammerstein model', 'Extended Kalman filter']",Yes: Heuristic fault detection mechanism,3,2-s2.0-85197873017
Other,Sensor data,Fault prediction,Data driven,['Neural Networks'],No,1,2-s2.0-86000451486
3D printing / Additive manufacturing,"['Sensor data', 'Video data', 'Remote commands']","['Fault prediction', 'Remote control commands']",Data driven,Not explicitly specified,No,1,2-s2.0-85209685384
Electric motor drive systems,Sensor data,Fault prediction,Data driven,Fault index functions,Yes: Fault index functions,2,2-s2.0-86000485835
Electrical systems / Power networks,"Sensor data, Time series","Fault prediction, Source localization",Data driven,"['XGBoost', 'Random Forest', 'Decision Tree']","Yes: Decision Tree, Random Forest, XGBoost (with feature importance)",3,2-s2.0-85219621956
Other,Images,Fault prediction,Data driven,"YOLOv8, W-YOLOv8",No,2,2-s2.0-85212125567
Turbomachinery / Oil and Gas field,Sensor data,Fault prediction,Deep learning / Data driven,CNN,No,4,2-s2.0-85199544853
Manufacturing industry (with focus on machinery and bearings),Sensor data,Remaining Useful Life,Data driven,"['Ensemble Learning', 'Neural Network']",No,4,2-s2.0-85190546291
Electrical power systems,Sensor data,Fault prediction,Data driven,Artificial Neural Networks (ANNs),No,4,2-s2.0-85219596992
Electrical systems / Power converters,Sensor data,Fault prediction,Data driven,Difference-based estimation / Fault detection algorithms,Yes: Rules-based comparison and deviation detection,1,2-s2.0-105001507418
Industrial environments,"Sensor data, Real-time data",Predictive maintenance,Data driven,Not specified,No,4,2-s2.0-105001917800
Chip manufacturing,Sensor data,Fault prediction,Rules and/or logic based,"Moving average computation, fault indicators",Yes: Rules-based / signals analysis,4,2-s2.0-85208941256
Electrical motor condition monitoring,Structured data,Fault prediction,Data driven,"Correlation coefficients, ML models (unspecified)",No,3,2-s2.0-85217388459
Chip manufacturing,Sensor data,Fault prediction,Physics based,Flux observer,Yes: Mathematical analysis and correction method,2,2-s2.0-86000484864
Industrial machinery / manufacturing,Sensor data,Fault prediction,Hybrid,"['Wavelet Denoising', 'CNN', 'Adaptive Noise Cancellation']",Yes: Rules and signal processing methods,4,2-s2.0-85211500035
Electrical insulation systems in high voltage equipment,Sensor data,Fault prediction,Data driven,Broadband UHF measurement analysis,No,2,2-s2.0-85205695732
Elevator systems,Sensor data,Fault prediction,Data driven,Hidden Markov Model (HMM),Yes: Hidden Markov Model (HMM),3,2-s2.0-85192233345
Power equipment / Electrical systems,Sensor data,Fault prediction,Data driven,"PCA, BP neural network","Yes: PCA (interpretable), neural network (less interpretable)",3,2-s2.0-105007640393
