Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Electrical equipment / Power systems,Sensor data,Fault prediction,Data driven,BP Neural Network,No,2,2-s2.0-85139570116
Power transformers,"Sensor data, Time series",Fault prediction,Data driven,Machine learning (unspecified in abstract),No,3,2-s2.0-85135445582
Electromechanical systems,Sensor data,Fault prediction,Data driven,"Convolution Neural Network (CNN), BP algorithm",No,2,2-s2.0-85170821424
"Industrial systems (specific context not explicitly specified, but air quality sensors suggest environmental or HVAC-like systems)",Sensor data,Fault prediction,Data driven,Neural Networks,No,2,2-s2.0-85097024122
Aerospace / Flight control systems,Sensor data,Fault prediction,Data driven,"LS-SVM, Sparrow algorithm, KPCA-SSA",No,1,2-s2.0-85145261488
Power grid infrastructure,"Sensor data, Support records","Remaining Useful Life, Fault prediction",Data driven,LSTM,Yes: interpretability examination,4,2-s2.0-85200666509
Industrial systems with rotating machinery,Sensor data,Fault prediction,Data driven,Autoencoder,No,2,2-s2.0-85212222864
Satellite Power Systems,"Sensor data, Time series",Anomaly detection,Data driven,"['LSTM network', 'Autoencoder', 'Isolation Forest', 'Reinforcement Learning']",No,1,2-s2.0-85205792999
Other,Structured data,Other,Other,Other,No,0,2-s2.0-85217372302
Industrial systems,Sensor data,Fault prediction,Data driven,"Siamese neural networks, Ensemble learning, Transfer learning",No,2,2-s2.0-85123611386
Industrial systems,Sensor data,Fault prediction,Data driven,"['Random Forest', 'Large Language Models']","Yes: Random Forest (interpretable component), LLMs may have limited transparency",4,2-s2.0-105003118341
Industrial control systems,Sensor data,Anomaly detection,Rules and/or logic based,Fuzzy PID control,Yes: Fuzzy logic,2,2-s2.0-85142807289
Power systems / Substation equipment,Sensor data,Fault prediction,Data driven,BP neural network,No,2,2-s2.0-85160558598
Power transmission systems,"Sensor data, Time series, Environmental variation data",Fault prediction,Data driven,"['Traveling wave methods', 'Wavelet methods', 'Neural networks', 'Genetic algorithms']",No,1,2-s2.0-85120470144
Automated machinery / Industrial machinery,Sensor data,Fault prediction,Hybrid,"Multibody simulation, Machine learning",Yes: feature selection and physical modeling provide interpretability,3,2-s2.0-85132007905
Underwater vehicle systems,Sensor data,Fault prediction,Kernel principal component analysis,Kernel PCA,No,2,2-s2.0-85122409945
Industrial systems,High-fidelity modelling data,"['Remaining Useful Life', 'Fault prediction']",Hybrid,High-fidelity digital twin modelling,Yes: High-fidelity modelling and digital twin techniques are generally interpretable and transparent,4,2-s2.0-105003201842
Electrical systems / Power transformers,Sensor data,Fault prediction,Data driven,Not explicitly specified in the abstract,No,4,2-s2.0-85192530833
Smart Cities,IoT Data,"Anomaly detection, Predictive maintenance, Analytics",Data driven,"Model pruning, Knowledge distillation","Yes: interpretative techniques (knowledge distillation, model pruning)",1,2-s2.0-105004409297
Microfluidic systems,Sensor data,Remaining Useful Life,Data driven,Convolutional autoencoders,No,3,2-s2.0-85105324609
Hybrid Electric Vehicles (HEVs),Sensor data,Fault prediction,Data driven,Not explicitly specified,No,4,2-s2.0-105004406465
Manufacturing systems (specifically automobile manufacturing),Sensor data (vibration acceleration),Fault prediction,Physics based,Mechanical model,Yes: Mechanical model,4,2-s2.0-85108796524
Other,Images,Fault prediction,Rules and/or logic based,"FDIR system (fault detection, isolation, and reconfiguration)",Yes: Rules and logic,0,2-s2.0-85099292728
Industrial manufacturing,Sensor data,"Remaining Useful Life, Fault prediction",Data driven,"Deep learning, Machine vision, Reinforcement learning",No,3,2-s2.0-86000012154
Power transmission towers,Sensor data,Fault prediction,Hybrid,Improved analytic hierarchy process,Yes: Analytic Hierarchy Process,2,2-s2.0-85188128541
Internet of Things (IoT) systems / Power systems,Sensor data,Fault prediction,Data driven,"Deep neural network, Softmax",No,4,2-s2.0-85125616234
HVAC systems,Sensor data,Fault prediction,Hybrid,Rules and ML,Yes: rule-based and some interpretable ML techniques,4,2-s2.0-85152641022
Large-scale equipment control systems,Sensor data,Fault prediction,Data driven,Neural network,No,2,2-s2.0-85100841612
Transportation / Vehicles,"GIS data, Path inclination, Speed data, Crowdsourcing data","Wear index, Diagnostic tasks",Data driven,"PostGIS, Data analysis",Yes: Interpretable features and GIS-based approach,4,2-s2.0-85178332740
Industrial control systems,Sensor data,Fault prediction,Knowledge based,Graph Attention Network (GAT),Yes: attention weights,4,2-s2.0-85127649269
Industrial systems with fault detection or control systems,Sensor data,Fault prediction,Data driven,,No,2,2-s2.0-85178066693
Military/Armored vehicles,Sensor data,Fault prediction,Rules and/or logic based,"Fault tree analysis, inference rules",Yes: fault tree analysis and inference rules,1,2-s2.0-85102151018
Streetlighting systems,Sensor data,Fault prediction,Data driven,Artificial Intelligence,No,2,2-s2.0-85199628352
Supply chain systems,Sensor data,Potential failures / Predictive maintenance insights,Data driven,Not specified,No,2,2-s2.0-85178145889
Transformer maintenance / Electrical switchgear,Sensor data,Fault prediction,Data driven,"Statistical analysis, Short-time energy spectrum analysis",Yes: Short-time energy spectrum analysis and statistical methods,2,2-s2.0-85137321919
Industrial machinery / Mechanical systems,Sensor data,"['Remaining Useful Life', 'Health Stage prediction']",Data driven,"['Deep Residual Network', 'Multi-Task Learning']",No,3,2-s2.0-85178002228
Unmanned surface vehicle (USV),"Sensor data, structured data","Fault prediction, Root cause analysis",Hybrid,"Model-based, control theory","Yes: Model-based, control theory",1,2-s2.0-85178052200
Chip manufacturing,Images,Fault prediction,Data driven,"['Classical image processing', 'Deep learning', 'Object detection algorithms']",Yes: classical image processing; No: deep learning-based,4,2-s2.0-85176748768
Power plant systems / Heat exchangers,"['Sensor data', 'Time series', 'Physics-based soft sensor']","['Fault prediction', 'Remaining Useful Life']",Hybrid,"['LSTM', 'Physics-assisted modeling']",Yes: physics-based soft sensor,4,2-s2.0-85139492863
Chemical process industry / Industrial process,Sensor data,Fault prediction,Data driven,"['Discrimination neighborhood preserving embedding', 'Mahalanobis Distance', 'AdaBoost']",Yes: rule-based and feature extraction techniques provide interpretability,2,2-s2.0-85114209234
Mining equipment (shearer in coal mining),"Images, Sensor data",Fault prediction,Data driven,"Polynomial regression, Random forest","Yes: Polynomial regression, Random forest",2,2-s2.0-85180132046
Pet care / veterinary systems,Sensor data,Fault prediction,Data driven,Deep learning,No,1,2-s2.0-105010770584
Wearable temperature sensors,Sensor data,Fault prediction,Data driven,Multi-scale CNN,No,2,2-s2.0-85099313726
Street lighting systems in urban infrastructure,"Sensor data, Time series, Images","Fault prediction, Remaining Useful Life",Data driven,"Machine learning, Data analytics",No,3,2-s2.0-105007415354
Industrial systems / Pump systems / Fluid machinery,Sensor data,Fault prediction,Hybrid,"['Convolutional Neural Networks (CNN)', 'Principal Component Analysis (PCA)', 'Artificial Neural Network (ANN)']",No,4,2-s2.0-85208096959
Aero-engine systems,Sensor data,Remaining Useful Life,Data driven,"CNN, GRU",No,3,2-s2.0-85146487301
Power systems / Digital convert stations,Structured data,Fault prediction / Monitoring,Hybrid,"IEC 61850 standard, Digital twin modeling",Yes: Structured models and standard-based interpretability,3,2-s2.0-85216402538
Power network,Structured data,Fault prediction,Hybrid,"Adaptive estimator, Residual generator",Yes: Residual-based detection,3,2-s2.0-85177999162
Industrial machinery/components,"Sensor data, Time series",Remaining Useful Life,Data driven,"['CNN', 'BiLSTM', 'Attention']",No,4,2-s2.0-85091088924
Industrial machinery / Rotating machinery,Sensor data,Fault prediction,Data driven,"CNN, DNN",No,4,2-s2.0-85086234778
Additive manufacturing / Laser powder bed fusion,Sensor data (acoustic emission signals),"Fault prediction, Process monitoring",Data driven,"Wavelet-based decomposition, sensor fusion",Yes: statistical and wavelet-based analysis,4,2-s2.0-85203686089
Industrial systems / Bearings / Machinery,"Sensor data, Time series",Fault prediction,Data driven,"Transformer, ROCKET, PCA",No,4,2-s2.0-85205956435
3D printing / Fused filament fabrication (FFF) systems,"['Sensor data', 'Images']",['Fault prediction'],Data driven,Image processing algorithms,Yes: image processing and simple algorithm-based detection,3,2-s2.0-85203686123
Aerospace / Turbofan engine,Sensor data,Remaining Useful Life,Data driven,Graph Attention Networks (GATs),Yes: attention mechanisms,4,2-s2.0-85178016139
Underground cable systems,Sensor data,Fault prediction,Data driven,Not specified,No,2,2-s2.0-85163169659
Electric Vehicles (EVs),Sensor data,Fault prediction,Data driven,Not specified,No,2,2-s2.0-85198841431
Intelligent networked vehicles,"Sensor data, communication technologies",Operating state estimation,Hybrid,"Kalman filter, Luenberger-type interval observers","Yes: Kalman filter, interval observers",2,2-s2.0-85178014990
Power transformers,Sensor data,Fault prediction,Other,"Comparison of light sensors, measuring circuits",Yes: explanation based on sensor characteristics and circuit performance,2,2-s2.0-85124967138
Healthcare facilities,"['Sensor data', 'Time series', 'Unstructured data']","['Fault prediction', 'Remaining Useful Life']",Data driven,,No,2,2-s2.0-85184853888
Solar energy systems,Sensor data,Fault prediction,Unspecified,K-means clustering,Yes: Clustering,2,2-s2.0-105010193419
Industrial machinery / Manufacturing equipment,Sensor data,Fault prediction,Data driven,"Advanced algorithms (unspecified), possibly machine learning",Yes: interpretable algorithms,2,2-s2.0-85217165991
Pharmaceutical facilities,Sensor data,Fault prediction,Data driven,"['Artificial neural networks', 'Reinforcement learning']",No,3,2-s2.0-85166631501
Industrial systems,Sensor data,Fault prediction,Hybrid,"['LSTM', 'LightGBM']",No,4,2-s2.0-105007998394
Meteorological equipment and sensors,Sensor data,Fault prediction,Data driven,LabView graphical programming,Yes: graphical programming,1,2-s2.0-85099312672
Street lighting systems in urban infrastructure,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,Not explicitly specified,No,3,2-s2.0-105010209291
Industrial systems involving rotating machinery or mechanical equipment (specifically bearings and test rigs in industrial testing environments),Sensor data,Fault prediction,Data driven,Graph convolutional networks (GCN),No,4,2-s2.0-85208127462
Other,Sensor data,Fault prediction,Rules and/or logic based,Probabilistic Data Association (JPDA),Yes: Rules and probabilistic reasoning,1,2-s2.0-85102131698
Industrial vending machines,Sensor data,Fault prediction,Data driven,Real-time fault detection,Yes: rule-based / interpretation of sensor defects,3,2-s2.0-105000258886
Oil and gas production facilities,"['Spectrogram', 'Time series']",Anomaly detection,Data driven,['Deep autoencoder'],No,2,2-s2.0-105009408106
Photovoltaic facilities,Sensor data,Fault prediction,Data driven,Random Forest,Yes: Decision tree (Random Forest),4,2-s2.0-85102652043
Aerospace/Aircraft systems,Sensor data,Anomaly detection,Data driven,Deep neural network,No,2,2-s2.0-85182283100
Industrial systems with sensor networks,Sensor data,Fault prediction,Rules and/or logic based,Zonotope-based observer,Yes: Fault detection logic and zonotope boundaries are interpretable,2,2-s2.0-85098914171
Manufacturing (general context of smart manufacturing),Sensor data,Remaining Useful Life,Data driven,Data analytics,No,2,2-s2.0-85218335613
"Industrial systems involving control and fault detection, possibly applicable to HVAC or manufacturing systems, but not explicitly specified. Given the focus on sensor faults and complex control systems, a precise domain such as HVAC or chip manufacturing is not directly indicated.",Sensor data,Fault prediction,Hybrid,"Lyapunov functions, Linear matrix inequalities, Sliding mode observer, H∞ performance index","Yes: Lyapunov functions, Linear matrix inequalities, Sliding mode observer",2,2-s2.0-85178078922
Aerospace systems (launch vehicles),Sensor data,Fault prediction,Model-based,"Unknown input observers, pole placement theory, dynamic output feedback control",Yes: Observer-based methods and control algorithms are interpretable,1,2-s2.0-85123732186
Industrial systems,"Sensor data, Time series",Fault prediction,Data driven,"['Time-frequency analysis', 'Dimensionality reduction', 'Support Vector Machine (SVM)', 'Dempster-Shafer evidence theory']",Yes: Dempster-Shafer evidence theory,4,2-s2.0-85102119469
Navigation systems,Sensor data,Fault prediction,Data driven,Extended Kalman Filter (EKF),Yes: residual monitoring and covariance analysis,0,2-s2.0-85206947439
Gearbox/machinery in power transmission systems,Sensor data,Fault prediction,Data driven,Convolutional Neural Network (CNN),No,3,2-s2.0-85098916877
Sand-cement factory / Raw mill engine,Sensor data,Remaining Useful Life,Data driven,Transformer-Gated Convolutional Unit Networks (T-GCUN),No,4,2-s2.0-85177464512
Navigation systems / Autonomous vehicles,Sensor data,Fault prediction,Data driven,"Information divergence (α-Rényi divergence), Unscented information filter","Yes: Sigmoid strategy, generalized logistic function",3,2-s2.0-85123444310
